0.079398,0.2376,0.44343,0.61476,0.68843,0.50644,0.34512,0.094823,-0.28935,-0.34793,0.15996,0.68066,0.60307,-0.7013,-1.443,-0.88311,-0.35112,-0.43784,-0.27389,-0.58334,-0.92317,-1.1091,-0.076382,1.5198,0.77577,-0.32848,-0.027853,0.91679,0.14384,-0.22368,-0.32955,-0.2154,0.038503,0.17285,0.26345,0.25979,-0.64673,0.14648,0.50024
0.020418,0.138,0.13894,0.15981,0.13831,0.20827,0.36039,0.57578,0.90873,0.36449,-0.29699,-0.5967,-0.73254,-0.11211,0.72007,-0.7026,-1.5495,0.25715,1.4814,1.9262,1.8448,2.7756,0.89461,-0.68634,-2.2953,-3.2159,-0.43064,-1.4354,-3.2892,-1.5604,0.9298,1.2228,0.82956,0.4802,0.28975,0.23838,0.070939,0.066531,-0.13747
-0.10443,-0.30615,-0.51178,-0.72861,-0.8814,-0.98152,-0.9415,-0.72353,-0.52923,-0.22436,-0.085047,0.093932,0.27093,0.94944,1.083,1.4073,1.4135,0.79953,-0.7749,-0.15563,0.83278,1.1841,0.51626,-0.86989,-0.089039,0.75034,0.11576,-0.61863,0.0071006,0.14092,-0.03973,-0.19444,-0.23306,-0.21028,-0.18533,-0.17628,0.81717,0.79683,-1.614
0.18978,0.55721,0.86543,1.155,1.3451,1.6524,1.6262,1.3184,1.3184,1.3098,1.2292,0.59158,0.80382,-1.1152,-2.2263,-3.7184,-4.3443,-2.5582,1.56,0.36037,-1.6206,-2.9359,-1.6058,1.8544,0.20525,-1.9251,-1.0119,1.1207,0.60561,0.33802,0.46423,0.70545,0.65057,0.50909,0.37156,0.354,0.53933,0.16026,-0.69959
-0.0013175,0.052273,0.19435,0.23257,0.21667,-0.015737,-0.036455,0.31545,0.46348,0.35124,0.051218,0.59602,1.2101,2.5462,1.0185,-1.9928,-3.7581,-1.4436,-3.0001,0.053391,2.7043,3.0119,1.9839,1.2015,0.80239,-0.11164,-0.2663,-0.96998,-3.1824,-1.5973,0.56853,0.39688,-0.054545,-0.52914,-0.51534,-0.49597,-0.40734,0.39061,0.016725
0.19031,0.51121,0.98785,1.4625,1.8986,2.1125,2.2376,2.2574,1.6535,0.056434,-1.5325,-2.5034,-4.8117,-3.0808,-1.1107,-0.87224,0.1371,0.40619,0.57743,-0.034251,-1.0624,-0.56201,0.568,0.62317,1.1313,1.8298,1.2785,0.17669,-1.6161,-1.4652,-0.41064,-0.30093,-0.2745,-0.29979,-0.087163,-0.071994,0.07773,-0.05456,-0.023169
0.058078,0.15874,0.29883,0.42259,0.56907,0.76354,0.93862,1.1817,1.3856,1.1698,0.52899,-2.0647,-3.9262,-4.3937,-1.0053,2.6391,2.1357,-0.8606,-2.0416,-1.1597,1.7054,2.0107,1.1332,0.96071,-0.64234,-2.9267,-3.8774,-1.8863,-1.1406,-0.32847,0.60865,1.3006,1.644,1.667,1.515,1.4577,-0.16795,-0.015432,0.18338
0.034302,0.099985,0.13396,0.17325,0.2,0.21841,0.18134,0.053357,-0.056519,-0.27029,-0.56246,-0.37444,-0.097807,0.56198,0.35403,-0.56443,-0.3866,0.30191,-1.2739,1.5004,2.1743,1.1085,-0.58127,-1.7466,-1.9546,-0.74216,1.1317,1.1708,0.78001,0.40371,-0.034457,-0.28548,-0.42674,-0.42967,-0.40492,-0.3896,0.24453,-0.12837,-0.11617
-0.037145,-0.099863,-0.17483,-0.26544,-0.37725,-0.53056,-0.59547,-0.60061,-0.51552,-0.091512,0.67268,1.3244,1.2381,-0.27465,-1.2657,-0.3605,1.0765,0.87747,0.032418,-0.22656,-0.53836,-0.48856,-0.00071482,0.77863,0.46584,-0.32398,-0.21272,-0.0051985,-0.0045999,-0.0065938,-0.025327,-0.004524,0.076926,0.13803,0.17516,0.17012,-0.35347,0.31747,0.036
0.0012229,-0.0051323,-0.01008,-0.011333,-0.017672,0.042847,0.035928,0.027711,0.068189,0.012486,-0.096661,-0.1252,0.11393,0.028858,-0.24216,-0.21931,0.061261,0.33511,-0.23451,0.72179,-0.0069591,-0.67419,-0.49755,-0.06357,0.56693,0.89883,0.39388,-0.68591,-0.77408,-0.56193,-0.23834,0.05777,0.21548,0.29132,0.2946,0.29643,0.0062502,0.0091319,-0.015382
