-0.050467,-0.15518,-0.25337,-0.32268,-0.30743,-0.17102,-0.049854,0.071095,0.23025,0.38632,0.29858,0.0099751,-0.13954,0.13283,0.35329,0.2941,-0.086044,-0.24083,-0.44885,0.31281,-0.24512,-0.80085,-0.429,0.033278,0.59365,0.51224,-0.37286,-0.21391,0.87931,0.8513,0.44075,0.12489,-0.14652,-0.32161,-0.38181,-0.38771,0.29626,-0.20953,-0.086734
0.06882,0.21901,0.38022,0.50768,0.5277,0.36368,0.15901,-0.14113,-0.53118,-0.77218,-0.5325,0.32844,0.96997,0.47668,-0.74541,-1.1596,-0.39073,0.27155,-0.076063,0.39397,-0.28435,-0.42877,-0.022628,0.55564,0.16616,-0.38138,0.41772,0.59762,0.15374,0.0054684,-0.04931,-0.1759,-0.21865,-0.23401,-0.20808,-0.21118,-0.28096,0.11589,0.16506
0.02585,0.083336,0.13345,0.17203,0.17596,0.058657,0.01014,-0.064262,-0.23728,-0.24569,0.097538,0.39711,0.31526,-0.52073,-0.66452,0.080253,0.21123,-0.028321,-0.15448,0.16232,-0.44885,-0.40992,0.23542,0.90507,0.06758,-0.99902,-0.2041,0.68638,-0.41293,-0.73567,-0.53385,-0.17424,0.23048,0.51524,0.63203,0.63852,-0.3761,0.22431,0.15179
0.043102,0.12872,0.20701,0.25057,0.20703,0.0089265,-0.21046,-0.39508,-0.50019,-0.26144,0.3769,0.69971,0.25243,-0.71442,-0.40952,0.49701,0.2601,-0.4404,-0.1919,-0.75684,0.051306,-0.18951,-0.23283,0.44462,0.37727,-0.34514,-0.58738,0.3668,0.23135,0.078715,-0.030075,0.031102,0.14261,0.20167,0.20739,0.20084,-0.19089,0.095388,0.0955
-0.020636,-0.072241,-0.12365,-0.14972,-0.15411,-0.073801,0.033747,0.18759,0.34213,0.29756,-0.085554,-0.53801,-0.32337,0.37041,0.36764,-0.1985,-0.043453,0.18397,-0.081348,-0.35363,0.40586,0.027793,-0.34131,-0.26314,0.34266,0.34342,-0.33348,-0.033076,0.21872,0.0031182,-0.13919,-0.13335,-0.067431,0.07361,0.15031,0.18047,0.18266,-0.12544,-0.057228
-0.051053,-0.14017,-0.19309,-0.15415,-0.02375,0.13511,0.26865,0.24352,-0.0097826,-0.34284,-0.36057,0.12647,0.44012,0.057049,-0.26578,0.27497,0.28982,-0.29452,-0.19912,-0.17867,-0.089248,-0.0096534,-0.087734,-0.12851,0.0063087,-0.018338,0.12048,0.047279,0.43723,0.12487,-0.22334,-0.26516,-0.13591,0.10555,0.23671,0.25726,-0.018798,0.0059553,0.012843
0.034244,0.088667,0.12923,0.075569,-0.035996,-0.11145,-0.18283,-0.15797,-0.049626,0.098259,0.11667,-0.095705,-0.26715,0.085157,0.26782,0.075687,0.087989,-0.15856,-0.12215,0.052607,-0.50758,0.091435,0.063125,-0.38041,0.13775,0.70292,-0.35089,-0.11434,0.46147,0.23048,-0.15309,-0.24603,-0.19018,0.0086087,0.13074,0.18553,0.13625,-0.079109,-0.057146
0.003471,-0.0063445,-0.028441,-0.063596,-0.096076,-0.070578,0.017864,0.10071,0.17291,0.1565,-0.0081984,-0.15976,0.034998,0.10898,-0.11676,0.075244,0.28829,-0.4092,-0.08676,-0.036621,-0.11859,0.20037,0.10175,-0.072345,0.32183,0.2667,-0.53306,0.17627,-0.43856,-0.18091,0.22257,0.32632,0.23774,-0.0088177,-0.15954,-0.21835,0.022231,-0.0233,0.0010698
0.039793,0.12236,0.18025,0.17022,0.059351,-0.084354,-0.16185,-0.12419,0.0065465,0.17501,0.14732,-0.19432,-0.044366,0.1208,-0.12529,-0.13216,0.45393,-0.60905,-0.1226,-0.15023,0.1415,-0.18063,0.004603,0.20337,-0.17197,-0.33534,0.18773,-0.098451,0.1632,0.15097,0.0061484,-0.031907,0.00067329,0.058243,0.086805,0.087898,-0.021443,0.0067488,0.014694
-0.0043973,-0.023778,-0.031053,-0.054755,-0.022257,0.071521,0.16148,0.093233,-0.044541,-0.12312,-0.012811,0.13241,-0.030456,-0.082185,0.15369,-0.14651,0.091227,-0.1277,-0.03198,-0.19947,0.14702,-0.43811,0.21872,0.30756,-0.4531,0.47397,-0.24888,0.1933,-0.00052956,0.12581,0.023733,-0.078144,-0.090586,-0.024026,0.023674,0.051043,0.0049016,-0.013658,0.0087561
-0.07409,-0.19203,-0.22622,-0.071834,0.17539,0.2982,0.2185,0.0052887,-0.20671,-0.18795,0.15967,0.30375,-0.36177,0.032649,0.37788,-0.42068,0.2718,-0.10184,0.11606,0.10182,-0.073992,0.19765,-0.064404,-0.14044,0.12623,-0.081496,0.18673,0.13702,-0.057508,-0.063862,-0.09157,-0.081444,-0.067282,-0.055106,-0.036679,-0.051734,-0.01541,0.014782,0.00062788
-0.083683,-0.24015,-0.27975,-0.091708,0.23578,0.35734,0.030964,-0.32575,-0.23371,0.20183,0.33116,-0.26163,0.045194,0.27109,-0.23194,0.27234,-0.027737,0.030374,-0.12595,-0.11665,0.0027653,-0.19331,0.11067,-0.065008,-0.054263,0.14905,-0.10055,-0.043457,0.22844,-0.033305,-0.063666,0.081415,0.16286,0.091112,0.012125,-0.042289,0.033752,-0.040092,0.0063395
-0.014506,-0.029283,-0.049212,-0.024295,0.041273,0.055991,0.015854,-0.052331,-0.084764,0.033977,0.11106,-0.034335,-0.022674,0.16562,-0.18773,0.10163,-0.072838,0.046561,-0.0042373,0.039752,0.038039,0.11262,0.0092032,0.018395,0.049969,-0.10776,0.017625,0.1615,-0.49329,0.38558,0.30737,-0.22337,-0.49811,-0.21043,0.11888,0.27827,-0.029217,0.024662,0.004555
0.061616,0.15202,0.15506,-0.021329,-0.25739,-0.14479,0.26028,0.21844,-0.26671,-0.30672,0.2871,0.060041,-0.3047,0.35655,-0.32182,0.13007,-0.054934,-0.0027846,-0.030041,-0.031073,-0.053186,0.15858,-0.21978,0.23696,-0.13974,0.018141,0.0051518,0.016246,0.090512,-0.0472,-0.070936,0.0066529,0.086605,0.051053,-0.03636,-0.041576,-0.032885,0.012218,0.020667
0.014565,0.050639,0.062859,0.022977,-0.14062,-0.13464,0.074614,0.14386,-0.011816,-0.12432,0.010098,0.060991,-0.28124,0.20616,0.0094656,0.029816,-0.049058,0.05566,0.057128,-0.050645,0.1577,-0.43741,0.53974,-0.48863,0.40994,0.089601,0.11365,-0.07733,-0.016941,-0.0672,0.0021166,-0.028579,-0.053142,-0.061115,-0.071144,-0.017746,0.048563,-0.02129,-0.027272
-0.067404,-0.147,-0.076343,0.12302,0.28209,0.029973,-0.29269,-0.012438,0.37545,-0.019689,-0.37369,0.37596,-0.42673,0.34126,-0.20171,0.098006,-0.04429,0.036228,0.010744,0.036688,0.039325,0.032645,-0.0040434,0.076305,-0.068009,0.10442,0.05574,0.035101,-0.065136,0.035594,-0.12412,-0.080158,0.022375,0.045909,-0.01624,-0.13713,-0.0053553,0.012572,-0.0072167
0.033304,0.043013,-0.0083906,-0.077237,0.023001,0.078991,-0.044719,-0.041209,0.1085,0.019119,-0.070962,0.076822,-0.12502,0.061682,-0.034123,-0.015518,-0.01023,-0.017009,0.056435,0.041789,0.01612,0.041618,-0.0095052,0.056563,-0.011439,0.090402,0.012323,-0.10447,0.19729,-0.63031,0.38462,0.24921,-0.32139,-0.35611,-0.014676,0.30153,0.0030295,0.0062781,-0.0093076
0.15975,0.28558,0.061394,-0.29876,-0.26432,0.18329,0.27172,-0.32156,-0.16135,0.46224,-0.40045,0.181,-0.15151,0.086486,-0.0027776,-0.02058,-0.041466,-0.028693,0.0060323,0.0092409,0.025197,-0.0016167,-0.027964,-0.074507,0.011132,0.029369,0.030022,-0.022272,-0.0010043,0.12557,-0.11418,-0.0017383,0.11453,-0.063351,-0.14536,0.10089,0.039513,-0.025998,-0.013516
0.15888,0.32449,-0.00068844,-0.38383,-0.035932,0.31874,-0.23232,-0.12736,0.40482,-0.4088,0.21338,-0.12459,-0.028054,-0.036655,-0.0069587,-0.0077541,-0.0045441,-0.022811,0.007889,-0.016525,-0.0030098,-0.02,0.011169,-0.036233,0.01807,-0.014404,-0.030157,-0.01802,-0.044783,0.17313,-0.20695,0.13959,0.13146,-0.19178,-0.013009,0.11355,0.017158,-0.008292,-0.0088665
0.10969,0.21971,0.029572,-0.24314,-0.089043,0.17516,-0.031347,-0.10872,0.071586,-0.034482,-0.0032306,-0.0027861,-0.032186,-0.0080005,-0.0066056,-0.018449,-0.016291,-0.011444,0.029259,0.0076846,0.0060459,-0.0039916,0.013421,-0.020641,0.024815,0.0050974,-0.0024499,-0.031684,0.028198,-0.1549,0.31893,-0.19823,-0.28013,0.44849,0.33028,-0.5202,0.0064481,0.0001626,-0.0066107
-0.029227,-0.021761,0.017351,0.039079,0.0078458,-0.11342,0.14083,-0.042275,-0.040544,0.071993,-0.044776,0.012142,-0.021203,0.014741,0.0022604,0.0063971,-0.0053607,0.0058883,-0.002946,-0.0012574,0.0088022,-0.011784,0.00069756,-0.014975,-0.0025087,0.0066021,0.0038468,0.0035852,-0.011438,0.10864,-0.33761,0.51395,-0.23498,-0.30817,0.57204,-0.29252,0.0092779,-0.0055346,-0.0037433
-0.15522,-0.26934,0.1343,0.37829,-0.43789,0.13157,0.32801,-0.4697,0.39867,-0.15294,0.061774,-0.0017911,0.0032709,0.0092578,0.023233,0.0075529,0.00043285,0.010469,0.01999,0.01663,0.00042841,0.014791,-0.021713,-0.013909,-0.0098304,-0.0080166,0.0029987,-0.0036363,-0.003576,-0.01923,0.074871,-0.084242,0.054024,-0.041573,0.037805,-0.015825,0.0077022,-0.0074624,-0.00023985
-0.085809,-0.14116,0.16819,0.015774,-0.17806,0.20049,-0.11383,0.057978,0.0018935,0.019848,0.0072806,-0.0022374,0.0035651,0.013153,0.019453,0.0085188,0.0052783,-0.00036934,0.0037121,-0.0027214,2.7399e-05,-0.0085928,-0.013841,-0.022933,-0.0080575,0.00018377,-0.0096409,-0.0042993,-0.0046589,0.086153,-0.22311,0.44215,-0.47871,0.48044,-0.3607,0.12458,0.014495,-0.011183,-0.003312
0.17375,0.20262,-0.31551,-0.018559,0.35673,-0.48589,0.39874,-0.33522,0.19763,-0.1322,0.040545,-0.025019,0.0045199,-0.018268,-0.015162,-0.013023,-0.0073285,-0.0084344,-0.0009248,0.012754,0.0025094,0.0083366,-0.0043643,-0.0041332,-0.018543,-0.014228,9.0818e-05,0.0043211,0.0020762,0.009326,-0.0452,0.1018,-0.16765,0.23122,-0.18948,0.072117,-0.0062658,0.0013077,0.0049582
-0.2988,-0.26643,0.64021,-0.49812,0.31818,-0.16899,0.16709,-0.10002,0.074151,-0.014026,0.032354,0.01346,0.022107,0.012688,0.011949,0.016455,0.021369,0.016348,-0.0057035,-0.005319,0.0048572,0.0049509,0.0092462,0.0017441,0.012654,-0.017959,-0.00074359,0.0049282,-0.0014251,-0.011255,0.026379,-0.05149,0.041616,-0.0085602,-0.0094135,0.0055334,-0.0071108,0.0053661,0.0017447
-0.83456,0.51975,-0.13196,0.064674,0.01235,0.034989,0.031259,0.020474,0.021681,0.037336,0.022178,0.032875,0.028618,0.03091,0.027488,0.028234,0.026591,0.027335,0.0037732,0.0022533,-7.9029e-05,0.001319,-0.0026531,0.00059846,-0.0070951,0.0034689,-0.0056344,0.00044734,0.0049726,-0.006902,0.0016736,0.0052779,-0.0057304,0.013509,-0.018113,0.0087491,0.00047673,-0.0001329,-0.00034383
-0.23299,-0.23293,-0.23296,-0.23296,-0.23296,-0.23295,-0.23297,-0.23295,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.035853,-0.035855,-0.035859,-0.035859,-0.035859,-0.03586,-0.03586,-0.035858,-0.035857,-0.035857,-0.035858,-0.035862,-0.035855,-0.035866,-0.03585,-0.035864,-0.035863,-0.035855,-6.9976e-07,3.4242e-07,2.5502e-07
0.035894,0.035832,0.035868,0.035852,0.035865,0.03585,0.035861,0.035856,0.035858,0.035856,0.035858,0.035858,0.035857,0.035856,0.035855,0.035856,0.035858,0.035859,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,-0.23296,7.7907e-05,7.89e-05,7.8744e-05
-4.8952e-06,-4.8867e-06,-4.8917e-06,-4.8894e-06,-4.8912e-06,-4.8892e-06,-4.8906e-06,-4.89e-06,-4.8903e-06,-4.8901e-06,-4.8902e-06,-4.8903e-06,-4.8902e-06,-4.89e-06,-4.8899e-06,-4.8901e-06,-4.8903e-06,-4.8905e-06,3.1679e-05,3.1679e-05,3.1679e-05,3.1679e-05,3.1679e-05,3.1679e-05,3.1679e-05,3.168e-05,3.1679e-05,3.1679e-05,3.1679e-05,3.1679e-05,3.1679e-05,3.168e-05,3.1679e-05,3.1679e-05,3.1679e-05,3.1679e-05,0.57735,0.57735,0.57735
